autor_commit,hash,repositorio,linguagem_programacao
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PHP
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,Perl
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,Perl
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PowerShell
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PowerShell
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,PowerShell
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,Python
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,Python
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,Python
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,Python
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,Python
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,Python
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,Python
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,Ruby
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
openSIS Administrator,f78407d5291c686c3f416073dcb9143f3a3d5489,https://github.com/OS4ED/openSIS-Classic,SQL
